rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/spiderman,Dustin Putman,FALSE,TheFilmFile.com,Fresh,3.5/4,5/4/2002,A dazzling show-stopper that...is better than any of the Batman movies ever were.
m/spiderman,Kevin A. Ranson,FALSE,MovieCrypt.com,Fresh,3.5/4,5/4/2002,"... the most faithful 4-color to film adaptation to date. And yes, it's amazing."
m/spiderman,James E. Laczkowski,FALSE,Epinions.com,Fresh,B,5/4/2002,"Not one for the history books, but Raimi and Maguire make it well worth the rollercoaster ride."
m/spiderman,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Rotten,C,5/4/2002,"This Spider-Man is a sticky popcorn film, that should appeal to a Multiplex audience looking for an escape film."
m/spiderman,Frederic and Mary Ann Brussat,FALSE,Spirituality & Practice,Fresh,,5/4/2002,A thoroughly enjoyable big-screen adaptation of the popular Marvel comic book with a top-notch performance by Tobey Maguire.
m/spiderman,James Berardinelli,TRUE,ReelViews,Fresh,4-Mar,5/4/2002,This is a pure popcorn movie -- the kind of film one can unabashedly enjoy for what it is.
m/spiderman,Ryan Cracknell,FALSE,Apollo Guide,Rotten,78/100,5/4/2002,"Despite its many action scenes and should-have-been tense moments, the film packs very little excitement."
m/spiderman,Eugene Novikov,FALSE,Film Blather,Fresh,A,5/4/2002,"When Spider-Man soars, and Danny Elfman's amazing score reaches its crescendo, the heart sings."
m/spiderman,Robert Roten,FALSE,Laramie Movie Scope,Fresh,4-Mar,5/5/2002,Peter Parker pick of a pack of pulp protagonists
m/spiderman,Laura Clifford,FALSE,Reeling Reviews,Fresh,B-,5/5/2002,a commercial comic that's head and shoulders above the bloated summer blockbusters of 2001
m/spiderman,Phil Villarreal,FALSE,Arizona Daily Star,Rotten,4-Feb,5/5/2002,This captures neither the letter nor the spirit of the Spider-Man of comic book and cartoon fame
m/spiderman,Kamal  'The Diva' Larsuel,FALSE,3BlackChicks Review,Fresh,5-May,5/5/2002,A tightly woven web of fun.
m/spiderman,Peter Rainer,TRUE,New York Magazine/Vulture,Fresh,,5/5/2002,"Despite all the computer-generated effects and highflying superhero theatrics, this roughly $120 million movie is, with few exceptions, remarkable only in its small human touches."
m/spiderman,Christine James,FALSE,Boxoffice Magazine,Fresh,5-Mar,5/5/2002,Raimi does know his genre.
m/spiderman,"Michael W. Phillips, Jr.",FALSE,Goatdog's Movies,Rotten,2.5/5,5/5/2002,"Tobey Maguire is one of the only decent things about the film, and he is hampered by a completely and wholeheartedly adequate script."
m/spiderman,Richard Roeper,TRUE,Ebert & Roeper,Fresh,,5/6/2002,[A]n energetic romp.
m/spiderman,Eric Campos,FALSE,Mars Colony,Fresh,,5/6/2002,"[Raimi's] matured quite a bit with Spider-Man, even though it's one of the most plain white toast comic book films you'll ever see."
m/spiderman,Jeremy Heilman,FALSE,MovieMartyr.com,Fresh,3.5/4,5/6/2002,"The movie shoots for, and usually achieves a sense of giddy exuberance, but it comes at the cost of suspense."
m/spiderman,Collin Souter,FALSE,eFilmCritic.com,Fresh,4-Mar,5/6/2002,"A weightless good time from the great Raimi, but it lacks a truly memorable villain to make it truly fly."
m/spiderman,MaryAnn Johanson,FALSE,Flick Filosopher,Fresh,,5/6/2002,Thank the gods for Sam Raimi / A filmmaker who's geekified / He knows why we stand in line
m/spiderman,Gary Brown,FALSE,Houston Community Newspapers,Fresh,4-Mar,5/6/2002,"Spider-Man is best described as an origin film, laying the foundation for future sequels."
m/spiderman,Rob Vaux,FALSE,Flipside Movie Emporium,Fresh,B+,5/6/2002,"For an hour or so, it really achieves something memorable. The rest of the time, it contents itself with merely being a solid, entertaining ride."
m/spiderman,Elias Savada,FALSE,Nitrate Online,Fresh,3.5/4,5/6/2002,Do I smell franchise? Who doesn't?
m/spiderman,Mark Dujsik,FALSE,Mark Reviews Movies,Fresh,4-Mar,5/7/2002,You can tell the movie was made by people who enjoy the source material and have no fear of making it known.
m/spiderman,Mike McGranaghan,FALSE,Aisle Seat,Fresh,3.5/4,5/7/2002,Was it worth the wait? Absolutely.
m/spiderman,Mark R. Leeper,FALSE,rec.arts.movies.reviews,Fresh,10-Jul,5/7/2002,More fun than I was expecting.
m/spiderman,Bryant Frazer,FALSE,Bryant Frazer's Deep Focus,Fresh,A-,5/7/2002,"Like 'The Lord of the Rings,' 'Spider-Man' is grandly, emotionally affecting in a way that it had started to seem that Hollywood blockbusters never would be again."
m/spiderman,Chuck Rudolph,FALSE,Matinee Magazine,Rotten,D,5/8/2002,"Just as much of a boring, by-the-numbers, interchangeable mess as the next."
m/spiderman,Robin Clifford,FALSE,Reeling Reviews,Fresh,B+,5/8/2002,Tobey Maguire IS Peter Parker.
m/spiderman,Steven D. Greydanus,FALSE,Decent Films Guide,Fresh,B+,5/9/2002,One wide-eyed comic-book movie that revels in its pulp origins.
m/spiderman,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,5-Mar,5/10/2002,The film actually is excellent for the first two thirds.
m/spiderman,Eric D. Snider,FALSE,EricDSnider.com,Fresh,A-,5/10/2002,Probably the best superhero ever made. So many deft touches.
m/spiderman,Brian Orndorf,FALSE,Modamag.com,Fresh,10-Oct,5/10/2002,"Majestic entertainment, brought to life by a creative team that deserves a mountain of accolades for making, at least, the second best comic book adaptation in cinema history."
m/spiderman,Todd R. Ramlow,FALSE,PopMatters,Fresh,,5/10/2002,"As a kid, I always wanted to be Spider-Man. I still do."
m/spiderman,Andrew Manning,FALSE,Radio Free Entertainment,Fresh,10-Sep,5/10/2002,A top-notch movie...the epitome of an outstanding summer blockbuster.
m/spiderman,Scott Weinberg,FALSE,eFilmCritic.com,Fresh,5-May,5/11/2002,"Parents will thrill to see a childhood hero in a full live-action adventure, while a whole new generation gets their first taste of a hero too cool to ever go out of style."
m/spiderman,Shay Casey,FALSE,Daily-Reviews,Fresh,4.5/5,5/11/2002,Toes the fine line between cheese and earnestness remarkably well; everything is delivered with such conviction that it's hard not to be carried away.
m/spiderman,Ethan Alter,FALSE,Film Journal International,Fresh,,5/11/2002,Both a successful adaptation and an enjoyable film in its own right.
m/spiderman,Marc Savlov,FALSE,Austin Chronicle,Fresh,3.5/5,5/12/2002,This is perhaps the most spot-on film adaptation of a comic book superhero yet.
m/spiderman,Jason Anderson,FALSE,eye WEEKLY,Fresh,3.5/5,5/13/2002,Fun and nimble.
m/spiderman,Yazmin Ghonaim,FALSE,Cinephiles,Fresh,10-Jul,5/13/2002,Effectively brings to the screen an unforgettable superhero that swings back into contemporary times.
m/spiderman,Matt Easterbrook,FALSE,Matt's Movie Reviews,Fresh,5-Apr,5/15/2002,"It has everything you'd really want in a popcorn movie: humor, action, romance, and a really hot redhead!!!"
m/spiderman,Jules Brenner,FALSE,Cinema Signals,Fresh,4-Mar,5/20/2002,"Though not perfect, Spiderman is the most satisfying movie from a cartoon that anyone could hope for."
m/spiderman,Nathaniel Rogers,FALSE,CineScene.com,Fresh,,5/20/2002,Dunst imbues the token girlfriend role with such warmth and game spirit that the audience falls in love right along with Spidey himself.
m/spiderman,James O'Ehley,FALSE,Sci-Fi Movie Page,Fresh,,5/21/2002,"Part teenager movie, part soap opera, with clunky dialogue and over-the-top acting, the movie manages to capture the essence of the Spider-man comics."
m/spiderman,Peter Travers,TRUE,Rolling Stone,Fresh,,5/26/2002,"Raimi gives this unapologetic fluff a mind, a heart and a keen sense of fun."
m/spiderman,Pablo Villaça,FALSE,Cinema em Cena,Fresh,5-Apr,5/30/2002,Como não simpatizar com um super-herói que vai de ônibus para o trabalho?
m/spiderman,Audrey Rock-Richardson,FALSE,Tooele Transcript-Bulletin (Utah),Fresh,A-,5/30/2002,"With the exception of the worst and most obvious cinematic soda-plug I have ever seen in a movie, Spider-Man was everything it promised to be--and maybe even a bit more."
m/spiderman,Betty Jo Tucker,FALSE,ReelTalk Movie Reviews,Fresh,,5/30/2002,I fear viewers who usually avoid action/fantasy flicks might pass up this terrific film without knowing it has so much other neat stuff going on.
m/spiderman,Cory Cheney,FALSE,Urban Tulsa Weekly,Fresh,4-Mar,5/31/2002,"""Spider-man is better than any summer blockbuster we had to endure last summer, and hopefully, sets the tone for a summer of good stuff. If you're a comic fan, you can't miss it. If you're not, you'll still have a good time."""
m/spiderman,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Rotten,1.5/5,6/1/2002,The action is too repetitive (how many different ways can you swing between buildings). Spider-man just doesn't have enough tricks up his sleeves to sustain a two-hour movie.
m/spiderman,David Keyes,FALSE,Cinemaphile.org,Fresh,4-Mar,6/1/2002,...one of the most exhilarating (and silly) screen adventures ever to be inspired by the pages of a Marvel comic.
m/spiderman,Manohla Dargis,FALSE,L.A. Weekly,Rotten,,6/1/2002,"Introduced in 1962, the original superhero helped to initiate the age of modern comics. Raimi hasn't figured out how to reconfigure him for the blockbuster age."
m/spiderman,Gary Susman,FALSE,Boston Phoenix,Rotten,,6/1/2002,"The movie artfully nails the comics' take on adolescent helplessness, but its sense of comic-book fun is in too short supply."
m/spiderman,Stephen Himes,FALSE,Film Snobs,Fresh,3.5/5,6/2/2002,"The comic book movie has developed its own cinematic language, Spider-Man possibly blooming into a series worthy of a rack in The Android's Dungeon."
m/spiderman,James Sanford,FALSE,Kalamazoo Gazette,Fresh,,6/3/2002,"a joy ride that's sometimes scary, frequently humorous and ultimately delightful."
m/spiderman,Danny Minton,FALSE,"KBTV-NBC (Beaumont, TX)",Fresh,B+,6/4/2002,Spiderman is exactly the kind of movie that you want to kick off the summer with.
m/spiderman,Luanne Brown,FALSE,Chico Enterprise-Record,Fresh,,6/4/2002,The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level.
m/spiderman,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,,6/5/2002,"Don't get me wrong, Spider-Man is no instant classic, but as summer blockbuster entertainment, you're not apt to find much better"
m/spiderman,James Hill,FALSE,BET.com,Fresh,,6/6/2002,"The movie knows how silly it can look, but dares you not to enjoy it."
m/spiderman,Rich Cline,FALSE,Shadows on the Wall,Fresh,,6/6/2002,A franchise is born.
m/spiderman,Dan Marcucci and Nancy Serougi,FALSE,Broomfield Enterprise,Fresh,,6/7/2002,"The special effects were great, Spider-Man was a stud, and Kirsten Dunst was hot. What else do you need?"
m/spiderman,Bob Grimm,FALSE,Reno News and Review,Fresh,5-Apr,6/7/2002,Putting a comic book geek in charge of your Marvel franchise proves to be a very good thing.
m/spiderman,Luis Martinez,FALSE,Cinenganos,Fresh,10-Sep,6/8/2002,"Cuarenta años de lectores y fans emergen detrás de esta superproducción y ninguno de ellos queda defraudado. La cinta es desde su estreno, un fenómeno mundial."
m/spiderman,Neil Smith,TRUE,BBC.com,Fresh,5-Apr,6/10/2002,"A stylish, exciting, and ingenious thrill-ride."
m/spiderman,Jonathan R. Perry,FALSE,Tyler Morning Telegraph (Texas),Fresh,4-Mar,6/10/2002,"... Raimi delivers a first-rate entertainment for the summer crowd, slick as an extra-large popcorn with butter - and about as substantial - when he has all the ingredients for a truly exhilarating experience with a life beyond the multiplex."
m/spiderman,Matt Brunson,FALSE,Creative Loafing,Fresh,4-Mar,6/11/2002,"While director Sam Raimi's surefooted adaptation doesn't quite reach the upper echelon of superhero flicks, it mostly gets everything right."
m/spiderman,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Fresh,4-Apr,6/13/2002,"Someday rational thought will return and I will realize ""Spider-Man"" does not rank among the milestones of cinema. But someday is not today. Today ""Spider-Man"" may as well be ""Lawrence of Arabia,"" so delirious has it made this longtime fan."
m/spiderman,James Kendrick,FALSE,Q Network Film Desk,Fresh,3.5/4,6/13/2002,a deeply human and often moving character story in addition to a rousing action-adventure fantasy
m/spiderman,Urban Cinefile Critics,FALSE,Urban Cinefile,Fresh,,6/15/2002,"It's everything you want it to be... Spider-man is web-tastic! A comic book magically brought to life on the big screen, Spider-man is a beguiling mix of fantasy and adventure, packaged with flair, imagination and superb techno know-how."
m/spiderman,Josh Gilchrist,FALSE,Billings Outpost (Montana),Fresh,,6/17/2002,"In the hands of director Sam Raimi and screenwriter David Koep, ""Spider-Man"" is able to wrap a web around the audience's attention and we hang on for a high-flying adventure."
m/spiderman,Ian Mantgani,FALSE,UK Critic,Fresh,4-Apr,6/17/2002,"A review threatens to turn into a session of gushing because the film is that type of experience; watching it, I kept wanting to applaud."
m/spiderman,Peter Bradshaw,TRUE,Guardian,Fresh,5-Mar,6/18/2002,"This is entertaining stuff, and Sam Raimi has spun a good yarn for the summer."
m/spiderman,John Urbancich,FALSE,Your Movies (cleveland.com),Fresh,4.5/5,6/19/2002,"They don't make action-adventure movies better than the often spectacular ""Spider-Man,"" the most exciting film re-creation of a superhero since Christopher Reeve donned a red cape and blue tights in ""Superman."""
m/spiderman,Paul Arendt,FALSE,Teletext,Fresh,,6/26/2002,'Tobey Maguire is a poster boy for the geek generation.'
m/spiderman,David N. Butterworth,FALSE,La Movie Boeuf,Fresh,4-Mar,6/27/2002,"Enthralling, exciting, exhilarating."
m/spiderman,Dan Jardine,FALSE,Apollo Guide,Fresh,85/100,6/28/2002,A piece of vintage cinematic entertainment with a post-modernist twist
m/spiderman,Brian Webster,FALSE,Apollo Guide,Fresh,80/100,6/28/2002,A wonderful surprise - a superhero action movie almost everyone can enjoy.
m/spiderman,Jon Lap,FALSE,Apollo Guide,Fresh,78/100,7/6/2002,"An accomplishment of co-belligerence. That is to say, the unnatural alliance of pyrotechnics and honest emotional catharsis team up to create quality entertainment... Alas, it's an entertainment that is not complete in its uprising."
m/spiderman,Cynthia Fuchs,FALSE,PopPolitics.com,Fresh,,7/9/2002,"Spidey's wrestling with moral questions makes him more sympathetic, not less."
m/spiderman,Forrest Hartman,FALSE,Reno Gazette-Journal,Fresh,3.5/4,7/12/2002,Sam Raimi has created a picture so likable and true to the Marvel comic book that comparisons with the first Superman movie are inevitable.
m/spiderman,Jeffrey Chen,FALSE,Window to the Movies,Fresh,10-Oct,7/12/2002,Raimi and his team couldn't have done any better in bringing the story of Spider-Man to the big screen.
m/spiderman,Jorge Avila Andrade,FALSE,Moviola,Fresh,4-Mar,7/15/2002,"Si el siglo XXI necesita de héroes, el Hombre Araña parece haber llegado para quedarse."
m/spiderman,Marshall Fine,FALSE,"Journal News (Westchester, NY)",Fresh,A-,7/15/2002,"An unexpectedly rich experience: exciting, complex and way larger than life."
m/spiderman,Mark Caro,TRUE,Chicago Tribune,Fresh,4-Mar,7/20/2002,"With his big, round, soulful eyes, Maguire always has been able to convey a sense of wonder, and his instinct for understatement also serves him well here."
m/spiderman,Bob Ross,FALSE,Tampa Tribune,Fresh,B+,7/25/2002,"It took a decade or two to bring Spidey's story to the screen, but fans will appreciate the long-delayed payoff."
m/spiderman,Kim Newman,FALSE,Sight and Sound,Fresh,,8/8/2002,Full of deftly handled small moments and characters.
m/spiderman,Karina Montgomery,FALSE,Cinerina,Fresh,3.5/5,8/15/2002,"Thankfully, director Sam Raimi knows a little bit about exposing the cool in something that is irrevocably cheesy."
m/spiderman,Jon Niccum,FALSE,Lawrence Journal-World,Fresh,4-Mar,8/22/2002,"Very few liberties are taken with the story, and the ones that are (such as Spidey's webbing ability envisioned as a genetic mutation) seem like improvements."
m/spiderman,Mark Palermo,FALSE,"The Coast (Halifax, Nova Scotia)",Fresh,,8/23/2002,"Always striking the right balance of whimsy, peril, and real-world angst that's fueled Stan Lee and Steve Ditko's Marvel Comics creation."
m/spiderman,Brent Simon,FALSE,Entertainment Today,Fresh,A-,8/26/2002,"Idiosyncratic but all the better for it... the stylish Spider-Man emerges as the most intelligent, fun and singular comic book vision since Tim Burton's Batman."
m/spiderman,Erin Free,FALSE,FILMINK (Australia),Fresh,,10/2/2002,'...a perfectly pitched blockbuster where the characters come first.'
m/spiderman,Margaret A. McGurk,FALSE,Cincinnati Enquirer,Fresh,4-Apr,10/15/2002,"The movie swings, literally, with physical and emotional energy for all of its two hours."
m/spiderman,Rachel Deahl,FALSE,"Local Planet Weekly (Spokane, WA)",Fresh,,10/24/2002,Sam Raimi is brilliant behind the camera and Spider-Man is a faithful and fun adaptation.
m/spiderman,Bruce Bennett,FALSE,"Spectrum (St. George, Utah)",Fresh,A,10/25/2002,Spiderman ROCKS
m/spiderman,Matthew Turner,FALSE,ViewLondon,Fresh,5-May,10/30/2002,"Terrifically entertaining blockbuster that, for once, gets everything right."
m/spiderman,Jason Clark,FALSE,Matinee Magazine,Rotten,,11/2/2002,"All the dough in the world doesn't disguise hollow, simplistic storytelling"
m/spiderman,James Rocchi,FALSE,Netflix,Fresh,5-May,11/7/2002,"Sam Raimi and Tobey Maguire bring a hero to cinematic life with a fun, fast, action-packed blockbuster."
m/spiderman,Nicolas Lacroix,FALSE,Showbizz.net,Fresh,4.5/5,11/12/2002,Sam Raimi a réussi un tour de force: l'adaptation de bande dessinée la + fidèle à voir le jour au grand écran.
m/spiderman,Ron Wells,FALSE,Film Threat,Fresh,5-Mar,12/8/2002,"For all its faults, Spider-Man is a good film, and you'll probably have a good time watching it."
m/spiderman,Rebecca Murray,FALSE,About.com,Fresh,A,12/17/2002,Bring on the sequels!
m/spiderman,Nick Davis,FALSE,Nick's Flick Picks,Rotten,C+,1/10/2003,It's the kind of movie for which words of tepid praise are invented.
m/spiderman,John R. McEwen,FALSE,Film Quips Online,Fresh,5-Apr,2/8/2003,"Screenwriter Koepp...successfully adapts his writing style to that of pulp comics, and director Raimi follows suit with the film's colorful and fantastic look."
m/spiderman,Wesley Lovell,FALSE,Cinema Sight,Fresh,4-Mar,2/16/2003,"Weak visual effects, but the film is at least entertaining otherwise."
m/spiderman,Steven Snyder,FALSE,Zertinet Movies,Rotten,4-Feb,3/5/2003,"This is not a good movie, but a mediocre means of passing a few hours. It is a classic example of money and special effects diluting artistic vision and talent."
m/spiderman,Brian Mckay,FALSE,eFilmCritic.com,Fresh,5-May,3/19/2003,"The final sequence . . . will have you leaving the theater feeling both dizzy and giddy, and looking up at the top of the nearest building wishing you could shoot a web at it."
m/spiderman,Harry Guerin,FALSE,RTÉ (Ireland),Fresh,5-Mar,4/16/2003,Will have any 12-year-old trying to perfect that trick of hoisting themselves up between walls using their legs.
m/spiderman,Todd Gilchrist,FALSE,FilmStew.com,Fresh,,5/28/2003,Let the gauntlet be thrown: Spider-Man may be the best comic adaptation of all time.
m/spiderman,Sara Michelle Fetters,FALSE,MovieFreak.com,Fresh,4-Mar,6/19/2003,"Raimi slowly builds Spider-Man to a fireball of a climax, the type of moment old B-movie serials used to deliver in spades."
m/spiderman,Stefan Birgir Stefansson,FALSE,sbs.is,Fresh,3.5/4,1/10/2004,cool
m/spiderman,Judith Egerton,FALSE,"Courier-Journal (Louisville, KY)",Fresh,4-Mar,6/22/2004,Director Sam Raimi was right. Tobey Maguire was the right choice for Spider-Man.
m/spiderman,Jeffrey Overstreet,FALSE,Looking Closer,Fresh,B,12/6/2004,"This is one of those rare adventure movies in which character, not violence, is the backbone of the film."
m/spiderman,Michael H. Price,FALSE,Fort Worth Business Press,Fresh,,12/8/2004,Count on Sam Raimi ... to deliver a Spider-Man movie that recaptures the wonder of those first-generation comics.
m/spiderman,Stuart Klawans,FALSE,The Nation,Fresh,,3/3/2005,"Spider-Man was the first really alienated guy to swoop around fighting crime in a funny outfit. His strange powers made this teenage outsider into even more of an outsider -- and Spider-Man... stays true to that idea, thanks mostly to Maguire."
m/spiderman,Scott Nash,FALSE,Three Movie Buffs,Fresh,3.5/4,9/30/2005,"At its best, it's action packed fantasy, grounded in reality by a talented cast who pack a real emotional wallop. At its worst, it's over the top, and more than a little sappy."
m/spiderman,Tom Charity,TRUE,Time Out,Fresh,,6/24/2006,This accomplished blockbuster announces itself as a stylish piece of pop myth-spinning.
m/spiderman,Ian Freer,FALSE,Empire Magazine,Fresh,5-Apr,12/30/2006,Practically pitch-perfect summer entertainment.
m/spiderman,J. R. Jones,TRUE,Chicago Reader,Rotten,,4/17/2007,"Unfortunately the film, like many of its ilk, is driven by special effects, and there's a serious disconnect between Maguire's sweet-natured dialogue and Spider-Man's pounding violence and stunning acrobatic work."
m/spiderman,Joe Lozito,FALSE,Big Picture Big Sound,Fresh,3.5/4,7/14/2007,"Spider-man flows as smoothly from scene to scene, catching the audience in its charming web and setting us up for a sequel which, for once, will be welcome."
m/spiderman,Sean Axmaker,FALSE,Stream on Demand,Fresh,,2/28/2008,"[Sam] Raimi captures the ineffable quality that makes this misfit with muscles New York's own blue-collar, working-man's hero."
m/spiderman,Daniel Etherington,FALSE,Film4,Fresh,,3/5/2008,"Colourful, energetic and well-cast, Spider-Man is a good-quality, highly-entertaining action movie."
m/spiderman,Todd McCarthy,TRUE,Variety,Fresh,,3/5/2008,A perfectly serviceable early-summer popcorn picture that will satisfy its core teen constituency and not displease general viewers looking for some disposable entertainment.
m/spiderman,Mark Halverson,FALSE,Sacramento News & Review,Fresh,5-Apr,8/7/2008,An adaptation of the Marvel Comics superhero adventures that effectively takes time between exhilarating digital effects to develop character and motivation.
m/spiderman,Jason Zingale,FALSE,Bullz-Eye.com,Fresh,3.5/5,10/18/2008,A vibrant piece of pop entertainment that serves as the perfect start to the summer season.
m/spiderman,Felix Vasquez Jr.,FALSE,Cinema Crazed,Fresh,3.5/4,4/29/2009,"Finally, a fully faithful adaptation to a comic book icon, save for some bumps along the road. It's a fun movie."
m/spiderman,Kit Bowen,FALSE,Hollywood.com,Fresh,5-Apr,9/8/2009,"Spider-Man is funny, poignant and true to form with Tobey Maguire and company fleshing out the famed comic-book characters with aplomb."
m/spiderman,David Ansen,TRUE,Newsweek,Fresh,,7/6/2010,"Even at its most generic, Raimi's amiable movie doesn't forget its human scale."
m/spiderman,Garth Franklin,FALSE,Dark Horizons,Fresh,,7/6/2010,Sam Raimi has gotten the exact mix right to create certainly one of the best superhero films ever made.
m/spiderman,Richard Corliss,TRUE,TIME Magazine,Rotten,,7/14/2010,"In emphasizing angst over energy, the movie is much like its hero -- not the dashing crime fighter in a red-and-black bodysuit but the introspective nerd who both endears and exasperates."
m/spiderman,Nell Minow,FALSE,Common Sense Media,Fresh,5-Apr,12/28/2010,"Fun movie, but may be too intense for younger kids."
m/spiderman,Geoffrey Kleinman,FALSE,DVDTalk.com,Fresh,5-Apr,1/16/2011,It's got all that you'd want from superhero movie and more. A truly enjoyable film.
m/spiderman,Tim Brayton,FALSE,Antagony & Ecstasy,Fresh,10-Sep,6/28/2012,"Captures the high-energy, pulpy effervescence of Marvel when it was young and feisty... whatever imperfections the film picks up along the way, they practically demand to be hand-waved aside."
m/spiderman,Joe Morgenstern,TRUE,Wall Street Journal,Fresh,,4/12/2013,"Coarse mayhem notwithstanding, Spider-Man will probably provoke a pandemic of arachnophilia."
m/spiderman,Anthony Lane,TRUE,New Yorker,Fresh,,4/12/2013,"The perils and advantages of being bitten by a genetically modified spider are made abundantly clear in Sam Raimi's enjoyable, if broken-backed, exercise in high-cost pulp."
m/spiderman,Gloria Goodale,FALSE,Christian Science Monitor,Fresh,,4/12/2013,"This crowd-pleaser is a highly satisfying rendering of Lee's reluctant hero, one that captures the broken heart and tortured soul of a young man whose coming of age arrives with a perilously high price tag."
m/spiderman,Michael Sragow,FALSE,Baltimore Sun,Fresh,4-Mar,8/3/2013,"When the cast and their director are really cooking, they conjure a bipolar sense of high school-age emotion -- and use it to fuel outrageous fantasy."
m/spiderman,Sloan Freer,FALSE,Radio Times,Fresh,5-Apr,8/3/2013,"Spider-Man is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise."
m/spiderman,Leah Rozen,FALSE,People Magazine,Fresh,,8/3/2013,"Not since 1978's Superman has there been a live-action, comic book-based film so savvy at mixing self-aware camp with sincere emotion, and so successful at establishing the normal guy life of its spandexed protagonist."
m/spiderman,,FALSE,Total Film,Fresh,5-Apr,8/3/2013,"Full of swinging action but finding plenty of time to explore the people behind the masks, Spider-Man is a franchise with real legs. At last, a blockbuster that lives up to the hype."
m/spiderman,Anita Schmaltz,FALSE,"Metro Times (Detroit, MI)",Rotten,,8/3/2013,Maybe having such a big budget and being able to afford so many computer effects (which aren't so hot anyway) crippled the creativity of the film.
m/spiderman,David Germain,TRUE,Associated Press,Fresh,,8/3/2013,"With earnest, unpretentious delivery, Maguire is an eminently likable hero audiences will root for from his earliest moments as the class wimp."
m/spiderman,David Edelstein,TRUE,Slate,Fresh,,8/3/2013,"At its best, Spider-Man takes the adolescent yearning at the heart of most superhero sagas and gives it a lovely swing."
m/spiderman,KJB,FALSE,IGN Movies,Fresh,10-Jul,7/7/2015,This is about as good as a comic-to-film adaptation gets.
m/spiderman,Richard von Busack,FALSE,MetroActive,Fresh,,7/7/2015,Sam Raimi's fine slapstick skills shine to their best advantage.
m/spiderman,James Vance,FALSE,Tulsa World,Fresh,4-Mar,7/7/2015,Even with its flaws it's a satisfying adventure that manages to appeal to the head and the heart even when it's taking your breath away.
m/spiderman,Matt Soergel,FALSE,Florida Times-Union,Fresh,4-Mar,7/7/2015,"Spider-Man is the most modest would-be summer blockbuster in a long while, an adaptation of the 40-year-old Marvel comic book that's surprisingly heartfelt, but also a bit pokey and underwhelming."
m/spiderman,Mark Steyn,FALSE,The Spectator,Fresh,,7/7/2015,"This is the fun blockbuster of the summer: great characters, great heart, great performances -- everything that Star Wars isn't."
m/spiderman,Philip Kerr,FALSE,New Statesman,Rotten,,7/7/2015,To me the only marvel about this Marvel Comics cinema hero is that Americans should be going to see him in such large numbers.
m/spiderman,Mike Goodridge,FALSE,Screen International,Fresh,,7/7/2015,"In the face of almighty expectations, director Sam Raimi delivers an efficient, entertaining film which promises to crush box office records."
m/spiderman,Alexander Walker,TRUE,London Evening Standard,Fresh,,7/7/2015,It's the unexpectedness of finding a genuine couple of young lovers caught in its web that turns spectacle into sympathy and restores life-size emotion to outside imagination.
m/spiderman,Christopher Tookey,FALSE,Daily Mail (UK),Fresh,,7/7/2015,Here is the best of the superhero films to have emerged from Hollywood.
m/spiderman,Jack Mathews,TRUE,New York Daily News,Fresh,3.5/4,7/7/2015,Spider-Man is an almost-perfect extension of the experience of reading comic-book adventures.
m/spiderman,Steve Persall,FALSE,Tampa Bay Times,Fresh,B,7/7/2015,All of the pieces are in place for a successful franchise. Tobey Maguire is a perfect choice to play Peter in his mild-mannered moments and puppy-love interludes.
m/spiderman,Leona Laurie,FALSE,Geek Girl Authority,Fresh,,8/29/2018,"If there are 15 spiders in a lab that can give you superpowers, why does just one kid get them?"
m/spiderman,Jonathan Lethem,FALSE,London Review of Books,Fresh,,11/6/2018,"Tobey Maguire brings to the film a tenderness and also a watchfulness... His ability to endow lines as basic as ""Goblin, what have you done?"" with introspective echoes carries the film to a deeper place."
m/spiderman,Zaki Hasan,FALSE,Zaki's Corner,Fresh,,3/22/2019,"Watching Spider-Man today, it's easy to see why it worked as well as it did, while also fully acknowledging those parts of the machinery that have gathered some rust in the interim."
m/spiderman,PJ Nabarro,FALSE,Patrick Nabarro,Fresh,5-Apr,8/13/2019,"It's all lightly done, and Raimi never forgets his family-friendly, crowd-pleasing remit by making everything visually breezy and morally comprehensible."
m/spiderman,Debbie Lynn Elias,FALSE,Behind The Lens,Fresh,,11/15/2019,"A true masterpiece, er, make that, web-masterpiece."
m/spiderman,Leigh Paatsch,FALSE,Herald Sun (Australia),Fresh,3.5/5,5/12/2020,"A perfectly-cast Tobey Maguire leads from the front with a surprisingly textured performance for a blockbuster, and the back-up he receives from co-stars Kirsten Dunst, Willem Dafoe and the electric direction of Sam Raimi is equally effective."
m/the_amazing_spider_man,Kate Muir,TRUE,Times (UK),Fresh,5-Apr,6/19/2012,"Yet another generation will bear the Spiderman emblem on their lunchboxes and pencilcases, and there's no harm in that. With great power comes great responsibility -- and an endless franchise."
